Trip ID,Location,Country,Category,Visitor Name,Age,Gender,Rating,Accommodation Available,Accommodation Type,Accommodation Amount,Travel Start Date,Travel End Date,Transport Mode,Destination,Transport Cost
188,London,UK,urban,Samuel Gardner,64,Female,3.4,Yes,Guesthouse,412,12/19/2024,12/23/2024,Car Rental,"London, UK",102
189,Rome,Italy,historical,William Espinoza,28,Male,3.5,Yes,Apartment,341,04/08/2025,04/09/2025,Cruise,"Rome, Italy",271
190,Barcelona,Spain,urban,Edward Gomez,49,Female,1.7,Yes,Hostel,249,03/07/2025,03/10/2025,Car Rental,"Barcelona, Spain",963
191,Rome,Italy,historical,Kristin Melton,68,Female,1.1,Yes,Resort,87,06/01/2024,06/08/2024,Train,"Rome, Italy",62
192,Bora Bora,French Polynesia,beach,Melissa Lloyd,36,Male,3.2,Yes,Hostel,286,06/20/2024,06/30/2024,Train,"Bora Bora, French Polynesia",108
193,Bali,Indonesia,beach,Lynn Tucker,67,Male,4.3,Yes,Apartment,351,12/10/2024,12/22/2024,Car Rental,"Bali, Indonesia",180
194,Barcelona,Spain,urban,William Vazquez,35,Female,2.8,Yes,Hostel,322,01/22/2025,01/31/2025,Car Rental,"Barcelona, Spain",315
195,Phuket,Thailand,beach,Amy Dixon,45,Male,4.9,Yes,Hotel,276,02/28/2025,03/11/2025,Bus,"Phuket, Thailand",880
196,Bangkok,Thailand,urban,Kimberly Gray,51,Female,3.5,Yes,Resort,394,10/29/2024,11/07/2024,Flight,"Bangkok, Thailand",805
197,Amsterdam,Netherlands,urban,Katherine Davis,30,Male,1.6,Yes,Hotel,356,10/18/2024,10/24/2024,Train,"Amsterdam, Netherlands",465
198,Cancun,Mexico,beach,Jonathan Clark,63,Female,4.1,Yes,Hostel,406,11/24/2024,12/05/2024,Train,"Cancun, Mexico",633
199,Sydney,Australia,beach,Lisa Huff,18,Female,2.5,Yes,Resort,464,07/31/2024,08/10/2024,Train,"Sydney, Australia",934
200,Cancun,Mexico,beach,Jennifer Carter,42,Female,3.3,Yes,Guesthouse,404,12/12/2024,12/24/2024,Cruise,"Cancun, Mexico",828
201,Phuket,Thailand,beach,Christopher Owens,28,Female,1.3,Yes,Guesthouse,249,10/29/2024,11/12/2024,Bus,"Phuket, Thailand",223
202,Rome,Italy,historical,Megan Delgado,61,Male,4.3,Yes,Guesthouse,243,12/22/2024,12/23/2024,Bus,"Rome, Italy",772
203,Istanbul,Turkey,historical,Shane Evans,30,Male,3.2,Yes,Hotel,494,04/06/2025,04/14/2025,Bus,"Istanbul, Turkey",207
204,Tokyo,Japan,urban,Bruce Dominguez,37,Male,2.9,Yes,Hotel,193,07/08/2024,07/15/2024,Bus,"Tokyo, Japan",378
205,Cape Town,South Africa,nature,Rachel Brown,44,Female,4.7,Yes,Resort,383,11/22/2024,12/01/2024,Car Rental,"Cape Town, South Africa",262
206,Dubai,UAE,urban,Steven Williams,67,Male,4.1,Yes,Guesthouse,220,02/25/2025,02/27/2025,Train,"Dubai, UAE",151
207,Barcelona,Spain,urban,Amanda Massey,68,Male,2.6,Yes,Hostel,349,09/18/2024,09/25/2024,Train,"Barcelona, Spain",315
208,Sydney,Australia,beach,Christopher Thornton,25,Male,2.4,Yes,Apartment,117,11/20/2024,11/30/2024,Train,"Sydney, Australia",427
209,Dubai,UAE,urban,Mackenzie Brown,70,Male,2.6,Yes,Guesthouse,476,11/28/2024,11/30/2024,Car Rental,"Dubai, UAE",513
210,Barcelona,Spain,urban,Patricia Alvarez,18,Female,2.4,Yes,Guesthouse,124,11/25/2024,12/01/2024,Flight,"Barcelona, Spain",541
211,Cancun,Mexico,beach,Kendra Ross,40,Male,4.7,Yes,Apartment,199,09/30/2024,10/03/2024,Cruise,"Cancun, Mexico",987
212,Paris,France,cultural,Cynthia Franklin,20,Female,2.2,Yes,Resort,345,02/18/2025,03/03/2025,Cruise,"Paris, France",516
213,Barcelona,Spain,urban,Jason Little,68,Male,1.3,Yes,Resort,100,05/07/2024,05/15/2024,Bus,"Barcelona, Spain",862
214,Amsterdam,Netherlands,urban,David Watkins,34,Female,2.6,Yes,Hostel,403,09/29/2024,10/01/2024,Flight,"Amsterdam, Netherlands",793
215,Marrakech,Morocco,cultural,Jessica Watson,40,Male,2.1,Yes,Hostel,388,11/21/2024,11/22/2024,Flight,"Marrakech, Morocco",450
216,Tokyo,Japan,urban,Gina Roman,29,Female,1.8,Yes,Hostel,490,01/29/2025,02/02/2025,Train,"Tokyo, Japan",406
217,Dubai,UAE,urban,Matthew Smith,27,Female,1.6,Yes,Hotel,341,04/17/2025,04/27/2025,Cruise,"Dubai, UAE",93
218,Barcelona,Spain,urban,Thomas Patton,32,Male,1.2,Yes,Apartment,237,12/11/2024,12/23/2024,Flight,"Barcelona, Spain",599
219,Cancun,Mexico,beach,John Walton,46,Female,4.3,Yes,Guesthouse,112,01/17/2025,01/23/2025,Train,"Cancun, Mexico",470
220,Rome,Italy,historical,Jennifer Johnson,52,Female,4.5,Yes,Guesthouse,188,09/19/2024,09/23/2024,Train,"Rome, Italy",801
221,Tokyo,Japan,urban,Albert Gomez,53,Female,4.4,Yes,Guesthouse,297,01/29/2025,02/08/2025,Cruise,"Tokyo, Japan",695
222,Amsterdam,Netherlands,urban,Christopher Long,53,Male,4.3,Yes,Hostel,135,11/22/2024,11/23/2024,Train,"Amsterdam, Netherlands",993
223,London,UK,urban,Sabrina Foley,34,Female,2,Yes,Guesthouse,399,12/16/2024,12/26/2024,Train,"London, UK",199
224,New York,USA,urban,Jesus Davis,58,Male,3.9,Yes,Hostel,273,08/15/2024,08/26/2024,Cruise,"New York, USA",725
225,Singapore,Singapore,urban,Amanda Lewis,62,Female,4.3,Yes,Hostel,295,01/21/2025,01/26/2025,Bus,"Singapore, Singapore",661
226,Barcelona,Spain,urban,Pamela Davidson,29,Female,3.7,Yes,Hostel,307,08/20/2024,08/24/2024,Bus,"Barcelona, Spain",597
227,Cape Town,South Africa,nature,Michelle Johnson,56,Female,1.1,Yes,Apartment,148,01/07/2025,01/13/2025,Car Rental,"Cape Town, South Africa",328
228,Tokyo,Japan,urban,Tina Taylor,28,Female,1.9,Yes,Hostel,298,12/18/2024,12/22/2024,Car Rental,"Tokyo, Japan",623
229,Singapore,Singapore,urban,Matthew Mack,70,Male,4.3,Yes,Guesthouse,235,10/29/2024,11/10/2024,Bus,"Singapore, Singapore",423
230,Phuket,Thailand,beach,Sheila Johnson,40,Male,4.4,Yes,Guesthouse,147,10/01/2024,10/05/2024,Flight,"Phuket, Thailand",599
231,Barcelona,Spain,urban,Stephen Olson,36,Female,4,Yes,Resort,396,12/09/2024,12/22/2024,Flight,"Barcelona, Spain",488
232,Venice,Italy,historical,Samantha Wong,52,Male,3.9,Yes,Guesthouse,496,11/28/2024,12/02/2024,Train,"Venice, Italy",233
233,Barcelona,Spain,urban,Ernest Aguirre,37,Male,1.1,Yes,Guesthouse,427,03/19/2025,04/02/2025,Flight,"Barcelona, Spain",889
234,Edinburgh,UK,historical,Jose Dickson,18,Male,4.4,Yes,Hostel,289,09/28/2024,10/08/2024,Car Rental,"Edinburgh, UK",511
235,Sydney,Australia,beach,Robert Munoz,53,Male,1.7,Yes,Apartment,104,09/13/2024,09/24/2024,Train,"Sydney, Australia",297
236,Paris,France,cultural,Amanda Ortiz,34,Male,4.7,Yes,Hotel,394,12/20/2024,01/01/2025,Bus,"Paris, France",759
237,Cancun,Mexico,beach,Amanda Flowers,39,Female,1.5,Yes,Apartment,119,05/27/2024,06/04/2024,Bus,"Cancun, Mexico",624
238,Sydney,Australia,beach,Jordan Wilson,35,Male,4.8,Yes,Hostel,322,05/13/2024,05/17/2024,Bus,"Sydney, Australia",625
239,London,UK,urban,Robert Bender,32,Female,4,Yes,Hotel,356,06/02/2024,06/03/2024,Car Rental,"London, UK",326
240,Phuket,Thailand,beach,Gary Miller,34,Female,3.4,Yes,Resort,162,07/09/2024,07/11/2024,Cruise,"Phuket, Thailand",717
241,Venice,Italy,historical,Michael Holmes,25,Male,3.3,Yes,Guesthouse,196,06/07/2024,06/19/2024,Train,"Venice, Italy",150
242,Marrakech,Morocco,cultural,Kathleen Daniels,49,Female,3.7,Yes,Apartment,56,07/11/2024,07/24/2024,Train,"Marrakech, Morocco",393
243,Bora Bora,French Polynesia,beach,Eric Holt,34,Male,3.7,Yes,Hostel,337,09/23/2024,09/30/2024,Bus,"Bora Bora, French Polynesia",919
244,Paris,France,cultural,Sandra Moore,23,Female,3.3,Yes,Guesthouse,126,04/19/2025,04/24/2025,Car Rental,"Paris, France",403
245,Cancun,Mexico,beach,Jason Price,59,Male,3.9,Yes,Guesthouse,344,02/19/2025,02/21/2025,Bus,"Cancun, Mexico",555
246,Phuket,Thailand,beach,William Conrad,48,Male,2.9,Yes,Hotel,478,02/10/2025,02/22/2025,Flight,"Phuket, Thailand",383
247,Marrakech,Morocco,cultural,Erica Curtis,56,Female,4.2,Yes,Hostel,117,10/29/2024,11/09/2024,Cruise,"Marrakech, Morocco",572
248,Sydney,Australia,beach,Erin Myers,47,Male,1.7,Yes,Guesthouse,76,12/13/2024,12/16/2024,Flight,"Sydney, Australia",166
249,Marrakech,Morocco,cultural,Bobby Meyer,54,Female,2.9,Yes,Guesthouse,353,04/17/2025,04/29/2025,Cruise,"Marrakech, Morocco",987
250,London,UK,urban,Derrick Hunter,45,Male,3.3,Yes,Resort,202,02/07/2025,02/18/2025,Car Rental,"London, UK",365
251,Dubai,UAE,urban,John Phillips,45,Male,2.9,Yes,Hostel,72,02/04/2025,02/11/2025,Flight,"Dubai, UAE",542
252,Singapore,Singapore,urban,Brian Hart,64,Female,4.9,Yes,Apartment,298,04/14/2025,04/23/2025,Cruise,"Singapore, Singapore",190
253,Barcelona,Spain,urban,Tonya Williams,59,Male,2,Yes,Resort,347,08/22/2024,09/04/2024,Car Rental,"Barcelona, Spain",579
254,Singapore,Singapore,urban,Caitlin Delacruz,70,Male,4,Yes,Hostel,215,01/18/2025,01/30/2025,Car Rental,"Singapore, Singapore",680
255,Bangkok,Thailand,urban,Taylor Murray,39,Male,1.5,Yes,Guesthouse,352,01/06/2025,01/07/2025,Cruise,"Bangkok, Thailand",525
256,Cancun,Mexico,beach,Tammy Herrera,27,Male,2.8,Yes,Guesthouse,395,11/11/2024,11/13/2024,Train,"Cancun, Mexico",130
257,Paris,France,cultural,Anna Owen,38,Female,4.4,Yes,Hostel,441,02/02/2025,02/04/2025,Train,"Paris, France",304
258,Rome,Italy,historical,Tammy Andrade,53,Male,3.7,Yes,Resort,372,10/20/2024,10/23/2024,Flight,"Rome, Italy",567
259,Marrakech,Morocco,cultural,James Wall,24,Male,4.2,Yes,Guesthouse,385,01/17/2025,01/29/2025,Car Rental,"Marrakech, Morocco",507
260,Amsterdam,Netherlands,urban,Alison Carroll,57,Male,3.2,Yes,Hostel,420,03/10/2025,03/17/2025,Flight,"Amsterdam, Netherlands",407
261,Edinburgh,UK,historical,Kathryn Hopkins,61,Male,4.1,Yes,Apartment,418,04/17/2025,04/21/2025,Flight,"Edinburgh, UK",998
262,Tokyo,Japan,urban,Marcus Barr,32,Male,4.7,Yes,Hostel,300,06/13/2024,06/26/2024,Cruise,"Tokyo, Japan",492
263,Bangkok,Thailand,urban,Melissa Black,56,Male,3.2,Yes,Hotel,313,06/18/2024,06/20/2024,Train,"Bangkok, Thailand",202
264,Tokyo,Japan,urban,Jordan Sanders,18,Male,4.4,Yes,Apartment,177,01/28/2025,02/02/2025,Bus,"Tokyo, Japan",738
265,Amsterdam,Netherlands,urban,Laura Mcdonald,41,Male,1.2,Yes,Resort,338,09/20/2024,09/22/2024,Bus,"Amsterdam, Netherlands",889
266,Phuket,Thailand,beach,Mark Price,67,Female,3.4,Yes,Apartment,427,10/23/2024,11/02/2024,Car Rental,"Phuket, Thailand",930
267,Rome,Italy,historical,Christopher Christensen,38,Female,1.7,Yes,Resort,253,11/21/2024,12/01/2024,Flight,"Rome, Italy",479
268,Paris,France,cultural,Amy Curtis,56,Male,1.2,Yes,Resort,234,10/06/2024,10/10/2024,Cruise,"Paris, France",762
269,Tokyo,Japan,urban,Ariana Shannon,65,Female,1,Yes,Apartment,277,12/25/2024,01/06/2025,Flight,"Tokyo, Japan",67
270,Sydney,Australia,beach,Isabel Logan,57,Male,2,Yes,Resort,468,03/18/2025,04/01/2025,Car Rental,"Sydney, Australia",146
271,New York,USA,urban,Kathy Navarro,40,Female,1.4,Yes,Resort,119,04/17/2025,04/24/2025,Cruise,"New York, USA",777
272,Venice,Italy,historical,Elizabeth Olson,45,Male,2.6,Yes,Resort,235,10/05/2024,10/14/2024,Train,"Venice, Italy",389
273,Bora Bora,French Polynesia,beach,Joshua Payne,29,Male,3.6,Yes,Resort,174,03/10/2025,03/21/2025,Bus,"Bora Bora, French Polynesia",190
274,Rome,Italy,historical,Brittany Johnson,52,Female,1.6,Yes,Guesthouse,436,01/25/2025,02/07/2025,Car Rental,"Rome, Italy",767
275,Barcelona,Spain,urban,Dennis Graham,60,Female,3,Yes,Resort,195,06/23/2024,06/26/2024,Car Rental,"Barcelona, Spain",709
276,Singapore,Singapore,urban,Jillian Stephens,25,Male,4.3,Yes,Apartment,448,06/29/2024,07/07/2024,Cruise,"Singapore, Singapore",659
277,Cancun,Mexico,beach,Steven Tucker,43,Female,2,Yes,Resort,448,11/20/2024,11/25/2024,Flight,"Cancun, Mexico",446
278,Barcelona,Spain,urban,Kristin Deleon,30,Female,4.1,Yes,Resort,328,04/22/2025,04/25/2025,Train,"Barcelona, Spain",95
279,Amsterdam,Netherlands,urban,Sarah Kim,35,Male,1.6,Yes,Guesthouse,158,08/13/2024,08/23/2024,Car Rental,"Amsterdam, Netherlands",83
280,New York,USA,urban,Darlene Delgado,29,Female,1,Yes,Guesthouse,92,02/22/2025,02/24/2025,Cruise,"New York, USA",393
281,Phuket,Thailand,beach,Michael Williams,25,Female,4.3,Yes,Resort,100,11/13/2024,11/16/2024,Train,"Phuket, Thailand",147
282,Edinburgh,UK,historical,Emily Perez,56,Female,3.1,Yes,Hotel,101,07/31/2024,08/04/2024,Car Rental,"Edinburgh, UK",383
283,Tokyo,Japan,urban,Aaron Jackson,65,Female,3,Yes,Resort,265,06/29/2024,07/11/2024,Train,"Tokyo, Japan",474
284,Paris,France,cultural,John Johnson,49,Male,1.6,Yes,Hotel,60,12/28/2024,01/04/2025,Car Rental,"Paris, France",767
285,London,UK,urban,Christy Perez,62,Male,2.6,Yes,Guesthouse,396,08/14/2024,08/22/2024,Train,"London, UK",386
286,Bali,Indonesia,beach,Bobby Miranda,49,Male,2.2,Yes,Hotel,480,06/11/2024,06/15/2024,Bus,"Bali, Indonesia",472
287,Bali,Indonesia,beach,Krista Smith,50,Female,4.7,Yes,Apartment,265,02/21/2025,02/24/2025,Train,"Bali, Indonesia",844
288,Rome,Italy,historical,John Mullins,30,Male,3.4,Yes,Hotel,355,04/26/2025,05/01/2025,Car Rental,"Rome, Italy",641
289,Venice,Italy,historical,Lori Morrow,24,Female,4.7,Yes,Hostel,72,08/05/2024,08/11/2024,Cruise,"Venice, Italy",748
290,Venice,Italy,historical,Michael Oliver,47,Female,2.5,Yes,Guesthouse,235,11/21/2024,11/28/2024,Cruise,"Venice, Italy",314
291,New York,USA,urban,Sheila Benson,55,Male,2.6,Yes,Resort,298,06/22/2024,07/03/2024,Cruise,"New York, USA",246
292,Edinburgh,UK,historical,Joshua Spencer,67,Female,2.7,Yes,Resort,453,11/05/2024,11/09/2024,Flight,"Edinburgh, UK",514
293,Phuket,Thailand,beach,Scott Walker,43,Female,4.3,Yes,Guesthouse,370,03/27/2025,04/02/2025,Bus,"Phuket, Thailand",825
294,New York,USA,urban,Lindsey Perkins,28,Female,3,Yes,Hostel,292,04/08/2025,04/12/2025,Train,"New York, USA",572
295,Cape Town,South Africa,nature,Andrew Smith,35,Male,4.6,Yes,Guesthouse,355,12/09/2024,12/15/2024,Train,"Cape Town, South Africa",573
296,Paris,France,cultural,Michael Hahn,58,Male,4.1,Yes,Guesthouse,191,12/02/2024,12/12/2024,Car Rental,"Paris, France",304
297,Sydney,Australia,beach,Tammy Long,54,Female,4.7,Yes,Guesthouse,495,09/09/2024,09/11/2024,Car Rental,"Sydney, Australia",481
298,Tokyo,Japan,urban,Brandon Horn,19,Female,1.8,Yes,Hotel,103,02/20/2025,02/28/2025,Bus,"Tokyo, Japan",271
299,Bali,Indonesia,beach,Joshua Thomas,70,Female,4.6,Yes,Hotel,385,04/01/2025,04/02/2025,Car Rental,"Bali, Indonesia",634
300,London,UK,urban,Anthony Mendez,47,Male,2.1,Yes,Resort,183,03/22/2025,03/27/2025,Cruise,"London, UK",1000
301,Amsterdam,Netherlands,urban,Samantha Tucker,48,Male,1,Yes,Resort,339,12/10/2024,12/17/2024,Bus,"Amsterdam, Netherlands",545
302,Bangkok,Thailand,urban,Heather Bell,24,Male,1,Yes,Hotel,345,11/04/2024,11/16/2024,Car Rental,"Bangkok, Thailand",407
303,Tokyo,Japan,urban,Michelle Williams,63,Female,3.4,Yes,Resort,329,11/15/2024,11/24/2024,Cruise,"Tokyo, Japan",80
304,Bangkok,Thailand,urban,Gary Taylor,54,Male,1.6,Yes,Guesthouse,354,05/02/2024,05/07/2024,Flight,"Bangkok, Thailand",352
305,Venice,Italy,historical,Julie Fuller,58,Male,3,Yes,Apartment,448,10/27/2024,11/08/2024,Car Rental,"Venice, Italy",977
306,New York,USA,urban,Karen Morse,47,Female,3.9,Yes,Hotel,415,08/16/2024,08/22/2024,Car Rental,"New York, USA",448
307,Amsterdam,Netherlands,urban,Mr. Michael Calderon V,26,Female,2.5,Yes,Resort,418,03/21/2025,03/24/2025,Car Rental,"Amsterdam, Netherlands",961
308,Bangkok,Thailand,urban,Nicholas Alexander,50,Male,4.3,Yes,Hotel,281,11/21/2024,11/27/2024,Flight,"Bangkok, Thailand",992
309,Rome,Italy,historical,Nicholas James,50,Female,3.2,Yes,Hotel,428,01/05/2025,01/13/2025,Train,"Rome, Italy",121
310,Cape Town,South Africa,nature,Todd Contreras,26,Male,4.9,Yes,Hostel,394,03/16/2025,03/18/2025,Bus,"Cape Town, South Africa",736
311,Dubai,UAE,urban,Cheryl Welch,65,Female,2.9,Yes,Hotel,359,03/23/2025,03/26/2025,Train,"Dubai, UAE",578
312,Istanbul,Turkey,historical,Barbara Page,30,Male,5,Yes,Resort,381,12/22/2024,12/23/2024,Train,"Istanbul, Turkey",821
313,Cape Town,South Africa,nature,Shelly Hays,33,Male,2.9,Yes,Apartment,373,04/16/2025,04/18/2025,Flight,"Cape Town, South Africa",165
314,Phuket,Thailand,beach,Kimberly Brown,20,Male,2.1,Yes,Hostel,248,12/24/2024,12/29/2024,Train,"Phuket, Thailand",563
315,London,UK,urban,Jo Brady,70,Male,1.3,Yes,Apartment,359,10/16/2024,10/28/2024,Cruise,"London, UK",244
316,London,UK,urban,Diana Davis,43,Female,3.9,Yes,Hotel,74,09/03/2024,09/11/2024,Flight,"London, UK",470
317,Venice,Italy,historical,Brittany Harris,68,Male,3.8,Yes,Apartment,394,01/22/2025,02/03/2025,Flight,"Venice, Italy",415
318,London,UK,urban,Gina Casey,64,Female,4.3,Yes,Resort,98,08/23/2024,09/06/2024,Flight,"London, UK",736
319,Cape Town,South Africa,nature,Karina Warner,24,Female,2.3,Yes,Guesthouse,346,11/20/2024,11/24/2024,Cruise,"Cape Town, South Africa",806
320,London,UK,urban,Nicole Patterson,25,Male,1,Yes,Guesthouse,375,08/29/2024,09/08/2024,Bus,"London, UK",258
321,Paris,France,cultural,Victoria Smith,40,Female,1.8,Yes,Apartment,275,10/22/2024,10/25/2024,Bus,"Paris, France",427
322,Bali,Indonesia,beach,Casey Sullivan,47,Female,3.9,Yes,Apartment,69,12/27/2024,01/09/2025,Train,"Bali, Indonesia",692
323,Sydney,Australia,beach,Jennifer Kelley,40,Male,2.7,Yes,Resort,260,02/11/2025,02/25/2025,Train,"Sydney, Australia",478
324,Barcelona,Spain,urban,William Martinez,48,Female,1.2,Yes,Guesthouse,123,08/18/2024,08/21/2024,Cruise,"Barcelona, Spain",193
325,Cancun,Mexico,beach,William Mcpherson,46,Male,2.1,Yes,Hostel,90,02/01/2025,02/09/2025,Train,"Cancun, Mexico",228
326,Bangkok,Thailand,urban,Ashley Johnson,54,Male,4.2,Yes,Guesthouse,486,09/28/2024,10/09/2024,Train,"Bangkok, Thailand",848
327,Bora Bora,French Polynesia,beach,Katie Carter,36,Male,1.1,Yes,Resort,456,02/08/2025,02/16/2025,Bus,"Bora Bora, French Polynesia",124
328,Venice,Italy,historical,Natalie Anderson,21,Male,4.5,Yes,Apartment,215,07/28/2024,08/06/2024,Flight,"Venice, Italy",579
329,Tokyo,Japan,urban,Isabella Miller,46,Male,1.5,Yes,Guesthouse,209,03/15/2025,03/20/2025,Bus,"Tokyo, Japan",483
330,Venice,Italy,historical,Carrie Yang,31,Female,1.4,Yes,Guesthouse,271,02/08/2025,02/20/2025,Train,"Venice, Italy",607
331,Paris,France,cultural,Jessica Long,57,Female,4.4,Yes,Apartment,432,08/25/2024,08/30/2024,Train,"Paris, France",224
332,Rome,Italy,historical,Adrian Henry,41,Male,2.2,Yes,Hotel,296,11/17/2024,11/26/2024,Bus,"Rome, Italy",613
333,Cancun,Mexico,beach,Alicia Cook,33,Female,2.3,Yes,Guesthouse,249,03/10/2025,03/22/2025,Flight,"Cancun, Mexico",671
334,Bali,Indonesia,beach,Anthony Jackson,44,Female,3.5,Yes,Resort,221,05/07/2024,05/21/2024,Cruise,"Bali, Indonesia",415
335,Sydney,Australia,beach,Marvin Jones,25,Male,4.3,Yes,Hotel,404,01/30/2025,02/13/2025,Train,"Sydney, Australia",863
336,Bora Bora,French Polynesia,beach,Jamie Edwards,69,Female,2.3,Yes,Guesthouse,270,07/27/2024,07/31/2024,Flight,"Bora Bora, French Polynesia",499
337,Amsterdam,Netherlands,urban,Crystal Morris,20,Female,1.4,Yes,Resort,357,07/07/2024,07/12/2024,Bus,"Amsterdam, Netherlands",614
338,Bora Bora,French Polynesia,beach,Kevin Flores,58,Female,3.6,Yes,Apartment,470,01/05/2025,01/12/2025,Train,"Bora Bora, French Polynesia",676
339,Bora Bora,French Polynesia,beach,Jenna Cruz,43,Male,2.9,Yes,Resort,246,05/18/2024,05/20/2024,Cruise,"Bora Bora, French Polynesia",746
340,Edinburgh,UK,historical,Michelle Lane,67,Male,4.8,Yes,Hotel,299,10/08/2024,10/15/2024,Car Rental,"Edinburgh, UK",816
341,Rome,Italy,historical,Jessica Alvarez,63,Female,3.5,Yes,Hotel,108,05/15/2024,05/23/2024,Bus,"Rome, Italy",379
342,Venice,Italy,historical,Brooke York,45,Male,3,Yes,Guesthouse,457,02/22/2025,02/27/2025,Bus,"Venice, Italy",361
343,Marrakech,Morocco,cultural,Samantha Anderson,34,Male,2.1,Yes,Hotel,362,08/19/2024,09/02/2024,Cruise,"Marrakech, Morocco",448
344,Bora Bora,French Polynesia,beach,Melissa Horne,26,Female,2,Yes,Apartment,308,02/21/2025,02/23/2025,Flight,"Bora Bora, French Polynesia",680
345,Tokyo,Japan,urban,Andrew Davis,25,Female,1.7,Yes,Guesthouse,387,07/30/2024,08/07/2024,Flight,"Tokyo, Japan",669
346,Phuket,Thailand,beach,Dawn Griffin,49,Female,2.1,Yes,Guesthouse,360,05/04/2024,05/07/2024,Car Rental,"Phuket, Thailand",773
347,Phuket,Thailand,beach,Michael Pacheco,24,Male,1.8,Yes,Resort,182,09/11/2024,09/19/2024,Car Rental,"Phuket, Thailand",989
348,Amsterdam,Netherlands,urban,Richard Shepherd,54,Female,3.2,Yes,Hotel,378,10/19/2024,10/24/2024,Bus,"Amsterdam, Netherlands",303
349,Istanbul,Turkey,historical,Steven Gould,25,Male,1.3,Yes,Hostel,314,01/15/2025,01/27/2025,Train,"Istanbul, Turkey",919
350,Bali,Indonesia,beach,Robert Carpenter,67,Male,2.9,Yes,Resort,238,06/09/2024,06/17/2024,Bus,"Bali, Indonesia",629
351,Bali,Indonesia,beach,Kenneth Rodriguez,68,Male,1.9,Yes,Resort,295,04/21/2025,05/02/2025,Car Rental,"Bali, Indonesia",325
352,London,UK,urban,Maria Horton,28,Female,3.5,Yes,Resort,102,07/27/2024,08/09/2024,Car Rental,"London, UK",827
353,Cancun,Mexico,beach,Jessica Herrera,68,Male,2.4,Yes,Apartment,430,11/21/2024,11/23/2024,Train,"Cancun, Mexico",181
354,Phuket,Thailand,beach,Tanya Murphy,21,Female,4.4,Yes,Guesthouse,427,08/27/2024,09/10/2024,Cruise,"Phuket, Thailand",464
355,Dubai,UAE,urban,Stephen Calderon,70,Male,3.2,Yes,Hotel,223,09/27/2024,10/08/2024,Train,"Dubai, UAE",986
356,Rome,Italy,historical,Kathryn Valdez,21,Male,3.3,Yes,Resort,402,09/10/2024,09/23/2024,Cruise,"Rome, Italy",534
357,Istanbul,Turkey,historical,Jim Foster,21,Female,4.2,Yes,Guesthouse,489,12/09/2024,12/14/2024,Flight,"Istanbul, Turkey",748
358,Singapore,Singapore,urban,Gregory Dalton,24,Male,3.7,Yes,Hostel,427,09/04/2024,09/05/2024,Train,"Singapore, Singapore",433
359,London,UK,urban,Blake Lee,20,Female,4,Yes,Guesthouse,260,04/22/2025,05/06/2025,Car Rental,"London, UK",420
360,New York,USA,urban,Natalie Smith,34,Female,4.9,Yes,Hostel,493,01/21/2025,01/27/2025,Flight,"New York, USA",365
361,Venice,Italy,historical,Jennifer Lucas,64,Female,4.7,Yes,Guesthouse,145,01/21/2025,01/27/2025,Train,"Venice, Italy",642
362,Singapore,Singapore,urban,Lisa Anderson,26,Female,1.6,Yes,Hostel,324,07/27/2024,08/02/2024,Flight,"Singapore, Singapore",577
363,Cancun,Mexico,beach,Mrs. Kylie Johnson,61,Male,2,Yes,Hostel,253,03/21/2025,04/01/2025,Car Rental,"Cancun, Mexico",332
364,Edinburgh,UK,historical,Dr. Kim Pugh,32,Male,3.3,Yes,Guesthouse,474,01/07/2025,01/15/2025,Train,"Edinburgh, UK",367
365,Bangkok,Thailand,urban,Alan Johnson,67,Female,4.1,Yes,Guesthouse,316,11/17/2024,11/24/2024,Car Rental,"Bangkok, Thailand",101
366,Amsterdam,Netherlands,urban,Lauren Hawkins,66,Male,4.1,Yes,Hostel,153,05/12/2024,05/21/2024,Train,"Amsterdam, Netherlands",249
367,Venice,Italy,historical,Alyssa Smith,58,Male,2.4,Yes,Guesthouse,118,02/15/2025,02/17/2025,Bus,"Venice, Italy",830
368,Cancun,Mexico,beach,Kurt Randall,29,Female,3.9,Yes,Hostel,63,02/23/2025,03/04/2025,Cruise,"Cancun, Mexico",735
369,Edinburgh,UK,historical,Joshua White,45,Male,2.1,Yes,Apartment,306,06/27/2024,07/01/2024,Cruise,"Edinburgh, UK",319
370,Rome,Italy,historical,Christina Morales,62,Male,1.4,Yes,Hotel,455,07/20/2024,08/02/2024,Flight,"Rome, Italy",423
